Suburb,Location [Deg],Distance to CBD [km],Venue Name,Venue Category,Price [$]
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Papirica,Japanese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Lazerpig,Pizza Place,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,IDES,Australian Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Gertrude St Enoteca,Wine Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Trippy Taco,Taco Place,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Fifty Acres,Breakfast Spot,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Archie's All Day,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,The Everleigh,Cocktail Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Shopfront Coffee,Coffee Shop,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Major Major,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Le Bon Ton,BBQ Joint,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Bar SK,Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,The Builders Arms Hotel,Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,MCC Members Reserve,Cricket Ground,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,La Niche Cafe,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Tofu Shop International,Vegetarian / Vegan Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Prince Patrick Hotel,Gastropub,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Treasury Gardens,Garden,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Frank Grey Smith Bar,Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Ladro,Pizza Place,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Krua Thai 2 Restaurant,Thai Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,KereKere Green,Coffee Shop,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,CrossFit Collingwood,Gym,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Oxford Larder,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Stomping Ground Brewery & Beer Hall,Brewery,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Conservatory,Garden,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Bakehouse Rehearsal Studio,Rock Club,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Au79,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,George Street Cafe,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Wabi Sabi Salon,Japanese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Third Drawer Down,Arts & Crafts Store,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Bowl Bowl,Dumpling Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Gate 2 MCG,Cricket Ground,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,National Sports Museum,Museum,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Ricky & Pinky,Chinese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Blackhearts & Sparrows,Wine Shop,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,AFL Members Reserve,Football Stadium,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Nhu Lan Bakery,Bakery,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Park Hyatt Melbourne,Hotel,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Yarra Park,Park,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,The Aviary,Beer Garden,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,The Piano Restaurant & Bar,Thai Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Place Holder,Coffee Shop,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Talad Thai,Grocery Store,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Shimbashi Soba & Sake Bar,Soba Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Charcoal Lane,Australian Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Gate 3 MCG,Stadium,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Gate 1 MCG,Cricket Ground,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Qualia Empire Cafe,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Mollie's Bar and Diner,Gay Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Minh Phat Supermarket,Grocery Store,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Thanh Ha,Vietnamese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Foresters Pub & Dining,Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Union Club Hotel,Pub,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Lennox Coffee & Kitchen,Breakfast Spot,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Tho Tho Restaurant and Bar,Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Minh Minh,Vietnamese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Burnside,Coffee Shop,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Two Birds Cafe,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Chimac,Korean Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,The Oriental Spirit,Thai Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Belle's Hot Chicken,Fried Chicken Joint,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Quan 88,Vietnamese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Vlado's,Steakhouse,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,GG Restaurant & Bar,Australian Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Kingston Hotel,Pub,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Cohen Cellars Wine Bar,Wine Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Huxtaburger,Burger Joint,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Thanh Nga Nine,Vietnamese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Jaidee Thai,Thai Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Plug Nickel,Café,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Gertrude Street Yoga Studio,Yoga Studio,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Members Dining Room MCG,Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,twofatindians,Indian Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Mr Wow's Emporium,Cocktail Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Pho Hung Vuong 2,Vietnamese Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Vinh Ky,Asian Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Seoul Soul,Korean Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Eagle Leather,Adult Boutique,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Gontran Cherrier,Bakery,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,The Grace Darling Hotel,Pub,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Pixel Alley,Bar,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Añada,Tapas Restaurant,"2,713,700"
East Melbourne,"(-37.812498, 144.9858851)",2.0100612861240013,Carringbush Hotel,Hotel Bar,"2,713,700"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,The Royale Brothers,Burger Joint,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Palace Cinema,Movie Theater,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Vivace Restaurant,Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,The Pantry,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,White Rabbit Restaurant,Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Palace Brighton Bay Cinema,Movie Theater,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Brighton Soul Espresso,Coffee Shop,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Keith Cakes,Dessert Shop,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Hiro Sushi Bar,Sushi Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Bok Choy,Chinese Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Pera Café & Bar,Bar,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Track Three,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Middle Brighton Sea Baths & Gymnasium,Surf Spot,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Pod Espresso,Coffee Shop,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Half Moon,Pub,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Moi by Fabrice,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Laurent Boulangerie Patisserie,Bakery,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Fish Tank,Seafood Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Marine Hotel,Karaoke Bar,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Coles,Supermarket,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Bossy Boots,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Hotel Brighton,Pub,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Dockendorff's IGA,Grocery Store,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Ah Loy's Malaysian Restaurant,Malay Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,New Bay Hotel,Bar,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Brighton Baths Cafe,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,The Deck Brighton,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Dendy Deli,Deli / Bodega,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Brighton Schoolhouse,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Irori Japanese Restaurant,Japanese Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Subway,Sandwich Place,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Botticelli of Brighton,Italian Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Mothers Milk,Lounge,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,7-Eleven,Convenience Store,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Middle Brighton Railway Station,Train Station,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Woolworths,Supermarket,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,The Baths Restaurant,Australian Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,North Brighton Station,Train Station,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Rocksalt,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,7-Eleven,Convenience Store,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Thai Saffron,Thai Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Kidstuff,Toy / Game Store,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Hellenic Republic,Greek Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,mylk,Café,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Tokyo Kitchen Sakae,Japanese Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Bakers Delight,Bakery,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Frozen Moment Australia,Frozen Yogurt Shop,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Lucky Noodle House,Asian Restaurant,"2,477,400"
Brighton,"(-37.9081962, 144.9957991)",10.819226931036079,Zeppelin Bakehouse,Bakery,"2,477,400"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Maling Rd Shopping Village,Shopping Mall,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,The Maling Room,Café,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Xocolatl,Gourmet Shop,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Between Us,Café,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Canterbury Gardens,Park,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Alleycat Cafe,Café,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Buckleys IGA X-press,Grocery Store,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Red Brick Cafe,Café,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Canterbury Station,Train Station,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Blue River Thai Restaurant,Thai Restaurant,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Bakers Delight,Bakery,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Tonto Cafe,Café,"2,450,600"
Canterbury,"(-37.8247469, 145.0807636)",10.420354408901662,Happy Snapper,Seafood Restaurant,"2,450,600"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Malvern Gardens,Garden,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Goodlife Health Clubs Glen Iris,Gym / Fitness Center,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Remy Tapas Bar,Spanish Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Grill'd,Burger Joint,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Aoba,Japanese Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Goodlife Health Club,Gym,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Giorgios Restaurant,Italian Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Ayame,Japanese Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Eden Espresso,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Neon Tiger,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Nicosia Turkish Restaurant,Turkish Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Mr Foxx,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Le Petit Prince,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Sissi & Co,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Fergus,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Men-tei ramen,Ramen Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Fleischers Cakes,Bakery,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Schnitz,Burger Joint,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Laughing Girl,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Malvern Hotel,Beer Garden,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Milton Wine Shop,Wine Bar,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Prickly Pear,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,The Pour Kids,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,BOY & Co.,Fast Food Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Sugo,Italian Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,8 Days Cafe,Coffee Shop,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Cold Rock Ice Creamery,Ice Cream Shop,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Crust Gourmet Pizza Bar,Pizza Place,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Gourmet Dumpling House,Dumpling Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Malvern Town Hall,City Hall,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,David Jones,Department Store,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Dan Murphy's,Liquor Store,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,One Origin Specialty Coffee,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,The Pizza Gallery,Pizza Place,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Etto Pasta Bar,Italian Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Coles,Supermarket,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Thread Café,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Malvern Central,Shopping Mall,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Chun Po Chinese Restaurant,Chinese Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Noodle Box,Noodle House,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Where Is Henry?,Coffee Shop,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Malvern East X-press IGA,Grocery Store,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Assagi Italiani,Italian Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Moby,Café,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Subway,Sandwich Place,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,7-Eleven,Convenience Store,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Louie's Deli & Cafe,Deli / Bodega,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Nando's,Portuguese Restaurant,"2,434,300"
Malvern,"(-37.8576088, 145.0350666)",7.953639449882775,Domino's Pizza,Pizza Place,"2,434,300"
