Suburb,Location [Deg],Distance to CBD [km],Venue Name,Venue Category,Price [$]
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Vans Sidewalk Cafe,Café,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Boatshed Market,Grocery Store,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Lamont's,Wine Bar,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Albion Hotel,Pub,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Cimbalino,Café,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Mosman Fresh IGA,Grocery Store,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Woolworths,Supermarket,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Cottesloe Central Shopping Centre,Shopping Mall,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Subway,Sandwich Place,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Monogram Caffe,Coffee Shop,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Maid Marion's,Bakery,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Peppermint Grove Tennis Club,Tennis Court,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,2 Fat Indians,Indian Restaurant,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Up Town,Café,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Wrap & Rice Thai Cafe,Thai Restaurant,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Peppermint Grove,Park,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Keanes Point Reserve,Park,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Red Rooster,Fast Food Restaurant,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Royal Freshwater Bay Yacht Club,Harbor / Marina,"4,096,600"
Peppermint Grove,"(-31.9989555, 115.7670972)",10.207727116880198,Chemist Warehouse Cottesloe,Pharmacy,"4,096,600"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Dalkeith IGA,Grocery Store,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Dalkeith Village Shopping Centre,Shopping Mall,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Avenue Cafe,Café,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Brumby's - Dalkeith,Bakery,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Yabba Dabba Cafe and Kitchen,Café,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Lo Zucchero,Coffee Shop,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Vintage Cellars,Liquor Store,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Valdarnos,Italian Restaurant,"2,505,900"
Dalkeith,"(-31.9956976, 115.7999434)",7.447094346465517,Cimbalino,Café,"2,505,900"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe Beach,Beach,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,il lido,Café,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Vans Sidewalk Cafe,Café,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,John St Cafe,Coffee Shop,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe Beach Hotel,Beer Garden,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Sculptures By The Sea,Art Gallery,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Boatshed Market,Grocery Store,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Lamont's,Wine Bar,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Blue Duck,Australian Restaurant,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Barchetta,Café,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,The Beach Club,Beer Garden,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Ocean Beach Hotel,Beer Garden,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Amberjacks,Australian Restaurant,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Beaches Cafe,Coffee Shop,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Albion Hotel,Pub,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cimbalino,Café,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Indiana's,Breakfast Spot,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Red Spoon,Ice Cream Shop,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,IGA,Grocery Store,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe General Store,Convenience Store,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Blue Waters,Australian Restaurant,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Woolworths,Supermarket,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Seaview Golf Club,Golf Course,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Verandah Bar & Restaurant @ The Cottesloe Beach Hotel,Australian Restaurant,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cott & Co,Fish & Chips Shop,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe Tennis Club,Tennis Court,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Canteen Pizza,Pizza Place,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe parkrun,Athletics & Sports,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe Surf Life Saving Club,Beach,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe Central Shopping Centre,Shopping Mall,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Wrap & Rice Thai Cafe,Thai Restaurant,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Up Town,Café,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Dôme,Café,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Mainpeak,Sporting Goods Shop,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Elba Bar,Bar,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Maid Marion's,Bakery,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Cottesloe Mews Shopping Centre,Shopping Mall,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,2 Fat Indians,Indian Restaurant,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Liquorland,Liquor Store,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Woolworths Cottesloe,Grocery Store,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Monogram Caffe,Coffee Shop,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Harvey Norman,Electronics Store,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,North Cottesloe Surf Life Saving Club,Building,"2,233,800"
Cottesloe,"(-31.9955715, 115.7558367)",10.973358024187124,Red Rooster,Fast Food Restaurant,"2,233,800"
Wangara,"(-31.7900584, 115.820817)",18.422133284718388,PLE Computers,Electronics Store,"2,139,500"
Wangara,"(-31.7900584, 115.820817)",18.422133284718388,Caffissimo,Café,"2,139,500"
Wangara,"(-31.7900584, 115.820817)",18.422133284718388,Subway,Sandwich Place,"2,139,500"
Wangara,"(-31.7900584, 115.820817)",18.422133284718388,Wanneroo Markets,Food Court,"2,139,500"
Wangara,"(-31.7900584, 115.820817)",18.422133284718388,Outdoor World - Wangara,Sporting Goods Shop,"2,139,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Koko Black,Coffee Shop,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Grill'd,Burger Joint,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Elixir Coffee Specialists,Café,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Marumo Japanese Kitchen,Japanese Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Nolita,Italian Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Taylor Rd IGA,Grocery Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Claremont Quarter,Shopping Mall,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,The Claremont Hotel,Bar,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Chez Pierre,French Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Nando's,Portuguese Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,J’Co Cafe,Café,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Mad Mex,Mexican Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Jack's Wholefood & Groceries,Grocery Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Typika Artisan Roasters,Café,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Beluga,Seafood Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Chelsea Pizza Co,Pizza Place,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Coles,Supermarket,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Brooklyn Lounge,Bar,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,JB Hi-Fi,Electronics Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Academy,Café,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Boost Juice,Juice Bar,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,BP,Gas Station,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Bibik Chan's Satay Garden,Malay Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Subway,Sandwich Place,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Partytown,Toy / Game Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Essence Lifestyle Changes,Gym,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Claremont Train Station,Train Station,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Club Bayview,Nightclub,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Madisons Cafe,Café,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Bay Road Pantry,Bakery,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Claremont Park,Park,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Mecca Cosmetica,Cosmetics Shop,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Claremont Pool,Pool,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,David Jones,Department Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Hungry Jack's,Fast Food Restaurant,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Smiggle,Stationery Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Lake Claremont Golf Course,Golf Course,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Lorna Jane,Women's Store,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,The Gallery,Gift Shop,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Chi Body Spirit,Massage Studio,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Claremont Bowling Club,Sports Club,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Wizard Pharmacy Claremont Quarter,Pharmacy,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Keturah Day Spa,Spa,"1,695,500"
Claremont,"(-31.9805094, 115.787947)",7.517304611692397,Mama Tran,Vietnamese Restaurant,"1,695,500"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,Kirkwood Gourmet Corner,Deli / Bodega,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,The Daily Espresso Bar,Café,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,Bookcaffe,Bookstore,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,The Shorehouse,Australian Restaurant,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,Daisies of Cottesloe,Café,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,Swanbourne Market IGA X-press,Grocery Store,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,The Pizza Lounge,Pizza Place,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,North Street Bakery,Bakery,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,Edition,Café,"1,675,000"
Swanbourne,"(-31.9800391, 115.7650141)",9.519289416156667,Grant Street Train Station,Train Station,"1,675,000"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,City Beach,Beach,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,Odyssea,Australian Restaurant,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,Clancy's Fish Bar,Pub,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,Floreat Beach,Beach,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,The Kiosk Cafe,Café,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,Hamptons,Australian Restaurant,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,City Beach Oval,Park,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,The Cafe,Café,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,City Beach Surf Life Saving,Surf Spot,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,Rise Pizza,Pizza Place,"1,625,500"
City Beach,"(-31.9364674, 115.7599058)",9.67834928186256,South City Beach,Beach,"1,625,500"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Goodlife Health Club,Gym,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Woolworths,Supermarket,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Someday Coffee Co.,Café,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,fortysevenkirwanstreet,Café,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,V Burger Bar,Burger Joint,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Australia Post,Post Office,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Floreat Forum,Shopping Mall,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Subway,Sandwich Place,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Scope Cafe,Coffee Shop,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Prego,Italian Restaurant,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Winmarley Park,Park,"1,422,400"
Floreat,"(-31.9392096, 115.7939626)",6.464850520576607,Pizza on Cambridge,Pizza Place,"1,422,400"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Windsor Cinema,Indie Movie Theater,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Chez Pierre,French Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Nando's,Portuguese Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Marumo Japanese Kitchen,Japanese Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Elixir Coffee Specialists,Café,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,The Tenth State,Café,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Rocket Fuel Coffee & Juice,Coffee Shop,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Barrett's Bread,Bakery,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Ciao Italia,Café,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Chelsea Pizza Co,Pizza Place,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Captain Stirling IGA,Grocery Store,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Ned's Cafe,Café,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Tommy Sugo,Italian Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Captain Stirling Hotel,Pub,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,BP,Gas Station,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Itsara,Thai Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Bibik Chan's Satay Garden,Malay Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Captain Stirling Bottle Shop,Hobby Shop,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Captain Stirling Pharmacy,Pharmacy,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Nedlands Fish Tales,Fish & Chips Shop,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Maharaja Indian Restaurant,Indian Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Keturah Day Spa,Spa,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Bites on Broadway,Fast Food Restaurant,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Tiamo Cafe Restaurant,Café,"1,389,100"
Nedlands,"(-31.9799209, 115.8057167)",5.991665919819669,Viet Nosh,Vietnamese Restaurant,"1,389,100"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,Galileo Buona Cucina,Italian Restaurant,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,Petit Mort,French Restaurant,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,IGA,Grocery Store,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,Raisin' Bakery & Cafe,Bakery,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,Lawley's,Bakery,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,Cat Haven,Animal Shelter,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,KiRi Japanese,Sushi Restaurant,"1,324,700"
Shenton Park,"(-31.959639, 115.8054615)",5.257712347649418,Excelsior Deli,Deli / Bodega,"1,324,700"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Little Lebanon Cafe,Lebanese Restaurant,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,The Charles Hotel,Pub,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Marco's OrganicPizza,Pizza Place,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Full Moon Thai,Thai Restaurant,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Subway,Sandwich Place,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Pirate Bar,Bar,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,BP,Gas Station,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Dog Swamp Shopping Centre,Shopping Mall,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,KFC,Fast Food Restaurant,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Red Rooster,Fast Food Restaurant,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Coles,Supermarket,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Woolworths,Supermarket,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Hungry Jack's,Fast Food Restaurant,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Aoi Japan,Japanese Restaurant,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Thirsty Camel,Liquor Store,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,La Vigna Liquor,Liquor Store,"1,324,100"
Coolbinia,"(-31.91267, 115.8537)",4.486137701443575,Ali's Pizzeria,Pizza Place,"1,324,100"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Nic and Kolo,Australian Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Cheeky Boy,Café,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Thai Corner Restaurant,Thai Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Nando's,Portuguese Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,The Good Grocer,Grocery Store,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Geláre,Ice Cream Shop,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Cioccolato Espresso,Café,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Jeff Joseph Reserve,Park,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Bad Apples Bar,Lounge,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Woolworths,Supermarket,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Coffea Fine Espresso,Café,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,il Ciao,Italian Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Ohnamiya,Japanese Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Grill'd,Burger Joint,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Terazza,Mediterranean Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,BP,Gas Station,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Domino's Pizza,Pizza Place,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,C15 Espresso,Coffee Shop,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Clancy's Fish Pub,Pub,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,The Merchant Tea and Coffee Co.,Café,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Elements Beauty Spa,Cosmetics Shop,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Ditto Espresso Bar,Coffee Shop,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Beethoven,German Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Health Freak Cafe,Café,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,The Old Boy Café,Café,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Hayashi Japanese Restaurant,Japanese Restaurant,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Rhubarb Juice Bar,Juice Bar,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,The Village Newsagency,Paper / Office Supplies Store,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Applecross Pizza,Pizza Place,"1,309,900"
Applecross,"(-32.0140001, 115.8395158)",7.078934468346303,Applecross Village,Plaza,"1,309,900"
